Name,Address
Premier Med Group ENT Providence Park,"610 Providence Park Dr E, Building 2 Ste 203, Mobile, AL, 36695"
Premier Medical Group- Daphne,"1302 US-98 W, Daphne, AL, 36526"
Premier OBGYN,"2505 Village Professional Drive S, Opelika, AL, 36801"
Prime Care Medical Center,"203 W Lee St, Tuskegee, AL, 36083"
ProCare Colley Homes,"420 North Sixth St, Gadsden, AL, 35901"
Professional Medical Associates - Enterprise ,"101 E Brunson Street Suite 200, Enterprise, AL, 36330"
Progressive Health at Hyundai Medical Center,"700 Hyundai Blvd, Montgomer, AL, 36105"
ProHealth Fitness,"166 Mobile Infirmary Blvd, Mobile, AL, 36604"
Providence Hospital ,"6801 Airport Blvd, Mobile, AL, 36608"
Providence Medical Group at Tillman's Corner,"5100 Rangeline Service Rd, Mobile, AL, 36619"
Providence Medical Group- Cottage Hill,"5621 Cottage Hill Rd, Mobile, AL, 36609"
Providence Medical Group- Dawes Road,"8833 Cottage Hill Rd, Mobile, AL, 36695"
Providence Medical Group- Providence Park / Accordia Peds,"6908 Providence Park Dr, Mobile, AL, 36695"
Providence Medical Group- South Coast Family Physicians,"5907 US 90, Moss Point, MS, 39563"
Pulmonary and Sleep Associates of Alabama,"2022 Brookwood Medical Center Dr #310, Birminghmam, AL, 35209"
Pulmonary Associates of Mobile- Springhill,"100 Memorial Hospital Drive, Suite 1A , Mobile, AL, 36608"
Pure Dermatology - Austin,"8701 State Hwy 71 Ste 101, Austin, TX, 78735"
Purohit Pediatric-Anniston,"516 Quintard Ave., Anniston, AL, 36201"
Purohit Pediatric-Grandview,"3686 Grandview Pkwy, Suite 710, Birmingham, AL, 35243"
Purohit Pediatric-Moody,"2468 Moody Pkwy, Moody, AL, 35004"
Purohit Pediatric-Roanoke,"4441 Hwy 431 Suite 1, Roanoke, AL, 36274"
Purohit Pediatrics - Anniston Midday,"Quintard, Anniston, AL, 36201"
Purohit Pediatrics Anniston Weekend,"515 Quintard Ave, Anniston, AL, 36201"
Quality of Life OBGYN,"1411 Piedmont Cutoff, Gadsden, AL, 35903"
Quality of Life Pediatrics,"1411 Piedmont Cutoff, Gadsden, AL, 35903"
Red Mountain Wellness & Internal Medicine,"200 Office Park Dr, #201, Homewood, AL, 35223"
Redstone Village,"12000 Turnmeyer Dr SE, Huntsville, AL, 35803"
Rehab Select at Shelby Ridge,"881 3rd Street NE, Alabaster, AL, 35007"
Rehab Select- Montgomery,"100 Perry Hill Rd, Montgomery, AL, 36109"
Rehab Select of Albertville,"750 AL Hwy 75 N, Albertville, AL, 35951"
Renew Dermatology,"1651 Independence Court, Homewood, AL, 35209"
Rep Ann O'Brien,"19320 County Road 13, Fairhope, AL, 36532"
Rep Cullen Greenspan,", , , "
Rep David Hattaway,"5036 Valley Cove Drive SE, Owens Cross Roads, AL, 35763"
Rep Joanne Gautney,"664 Turquoise Dr, Fairhope, AL, 36532"
Rep Josh Lourie,"4869 Heritage Hills Way, Vestavia Hills, AL, 35242"
Rep Katie M,"949 Titleist Way, Auburn, AL, 36830"
Rep Katie O,"263 Strathaven Ln, Pelham, AL, 35124"
Rep Katie Reaves,"3328 Eaton Road, Birmingham, AL, 35223"
Rep Nick Hernandez,"4805 Clairmont Ave S, Birmingham, AL, 35222"
Rep Tracy Lowe,"1681 Presley Ct, Auburn, AL, 36830"
Rep Troy Guajardo,"20009 Lincoln Cove, Lago Vista, TX, 78645"
"Resilient Health - Austin, TX","3410 Far West Blvd Ste 100, Austin, TX, 78731"
Reveal Beauty Plastic Surgery,"2871 Acton Rd  Ste 101, Birmingham, AL, 35243"
Rheaumatology Associates,"2145 Highland Ave S, Birmingham, AL, 35205"
Rhema Health and Wellnes,"3805 W Martin Luther King Hwy, Tuskegee, AL, 36083"
River City Center,"1350 14th Ave SE Decatur, Al 35630, Decatur, AL, 35630"
River Region Health Center,"1845 Cherry St, Montgomery, AL, 36107"
River Region Health Center- Montgomery,"1845 Cherry St, Montgomery, AL, 36107"
RMC Wound Care- Anniston ,"731 Leighton Ave 1st floor, Anniston, AL, 36207"
Rocket City Family Medicine,"4704 Whitesburg Dr SE, Huntsville, AL, 35802"
Rogers Pediatrics - Dr Joseph Rogers,"3940 Montclair  Rd Suite 404, Birmingham, AL, 35213"
"Ronnie Chu, MD","951 Hwy 80 W, Demopolis, AL, 36732"
Ross Bridge Medical Center,"3635 Market St, Birmingham , AL, 35226"
Round Rock OBGYN,"1490 Rusk Road Ste 202, Round Rock, TX, 78665"
Rousso Facial Plastic Surgery Clinic,"2700 Hwy 280 West #300, Birmingham, AL, 35223"
Rural Health Medical Program,"101 Park Place, Selma, AL, 36701"
Russellville Family Medicine,"15225 Hwy 43 Suite B1, Russellville, AL, 35653"
Russellville Internal Medicine,"535 Gandy St NE, Russellville, AL, 35653"
Sandestin Golf & Beach Resort,"9300 Emerald Coast Pkwy W, Miramar Beach, FL, 32550"
SARHA-Abbeville,"615 Ozark Rd., Abbeville, AL, 36310"
SARHA-Clayton Family Health Center,"7 Western Bypass, Clayton, AL, 36016"
SARHA-Doctor's Center-Troy,"1412 Elba Hwy, Troy, AL, 36079"
SARHA-Dothan Family Care,"4300 West Main St. Suite 300, Dothan, AL, 36305"
SARHA-Dozier Family Health Center,"18131 Dozier Hwy, Dozier, AL, 36028"
SARHA-Enterprise Children's Center,"105 East Watts Street, Enterprise, AL, 36330"
SARHA-Eufaula Internal Medicine,"23 Veterans Blvd., Eufaula, AL, 36027"
SARHA-Geneva Family Health Center,"100 West Lake Professional Park, Suite 1, Geneva, AL, 36340"
SARHA-Newton Family Health Care,"193 Oates Dr. , Newton, AL, 36352"
SARHA-Slocumb Family Health Center,"162 South Dalton St. , Slocumb, AL, 36375"
Schaffer Plastic Surgery,"3595 Grandview Pkwy #150, Birmingham, AL, 35243"
Seiler Skin,"2700 Rogers Dr, Homewood, AL, 35209"
Selma Family Care,"203 Vaughan Memorial Dr, Selma, AL, 36701"
Sequel of Montgomery,"135 Mildred Street, Montgomery, AL, 36104"
Shelby ENT,"1228 1st Street N, Alabaster, AL, 35007"
Shelby OBGYN,"408 1st St N, Alabaster, AL, 35007"
Shelby Podiatry,"227A Hwy 31, Alabaster, AL, 35007"
Signature Health,"2910 Crescent Ave, Birmingham, AL, 35209"
Small Steps Pediatrics,"52 Medical Park Dr E, Birmingham, AL, 35235"
Small Steps Pediatrics Midday,"52 Medical Park Dr E #201, Birmingham, AL, 35235"
Solid Oak Adult and Pediatric - 1pm,"2001 Fieldstown Rd, Gardendale, AL, 35071"
Solid Oak Adult and Pediatrics,"2001 Fieldstown Rd, Gardendale, AL, 35071"
Somerville Family Medicine,"4166 AL-36, Somerville, AL, 35670"
South Alabama Family Care,"10067 Grand Bay Wilmer Rd S, Grand Bay, AL, 36541"
South Alabama Family Care Weekend,"10067 Grand Bay Wilmer Rd S, Grand Bay, AL, 36541, Grand Bay, AL, 36541"
South Alabama Medical Grand Bay,"10075 Grand Bay Wilmer Rd, Grand Bay, AL, 36541"
South Baldwin Children's Clinic,"1613 N McKenzie St. , Foley, AL, 36535"
South Baldwin Medical Partner - Glenlakes,"22394 Miflin Rd. Bldg 2 Ste 203, Foley , AL, 36535"
South Baldwin Medical Partner Fairhope,"411 N Section St Ste B100, Fairhope, AL, 36532"
South Baldwin Medical Partners - Foley,"1813 N McKenzie St., Foley, AL, 36535"
South Baldwin Medical Partners - Loxley,"3625 S Hickory St, Loxley , AL, 36535"
South Baldwin Medical Partners - Loxley Wknd,"3625 S Hickory St, Loxley, AL, 36535"
South Haven Health and Rehab,"3141 Old Columbiana Rd, Hoover, AL, 35226"
South Haven Health and Rehab- supply drop,", , , "
South Health and Rehab,"1220 17th St S, Birmingham, AL, 35205"
South Health and Rehab-supply drop,", , , "
Southeast Pediatrics Tuskegee,"804 Crawford St, Tuskegee, AL, 36083"
Southeastern Plastic Surgery,"100 Towncenter Blvd Ste 111, Tuscaloosa, AL, 35476"
Southern ENT and Sinus Center,"1809 Gadsden Hwy, Birmingham, AL, 35235"
Southern Health Associates,"801 S Franklin Drive, Troy, AL, 36801"
Southern Institute of Plastic Surgery,"2800 Ross Clark Cir, #2, Dothan, AL, 36301"
Southern Lab Partners,"2732 7th Ave S, Birmingham, AL, 35233"
Southern Psychiatry Associates- Gulf Shores,"3501 Gulf Shores Pkwy, Gulf Shores, AL, 36542"
Southern Psychiatry Associates- Mobile,"3737 Government Blvd Suite 203, Mobile, AL, 36693"
Southlake Pediatrics,"5000 Soutlake Park, Suite, Hoover, AL, "
Southlake Pediatrics - Midday,"5000 Southlake Park Suite 250, Hoover, AL, 35244"
Southland Nursing Home- Marion,"500 Shivers Terrace, Marion, AL, 36756"
"Southwest Pediatric Assoc - Austin, TX","7900 Ranch to Market Rd. 1826 Bldg 1 #202, Austin , TX, 78737"
Spain Rehab- UAB Main,"1717 6th Ave S, Birmingham, AL, 35233"
Special Care for Women- Anniston,"731 Leighton Ave #401, Anniston, AL, 36207"
SpringHill Medical Center,"3719 Dauphin St, Mobile, AL, 36689"
St Vincent's East - 8:00am,"50 Medical Park Dr E, Birmingham, AL, 35235"
St Vincent's East - Evening,"50 Medical Park Dr E, Birmingham, AL, 35235"
St Vincents Hospital- Chilton,"2030 Lay Dam Rd, Clanton, AL, 35045"
St Vincent's Main- 5:00pm,"810 St Vincent's Dr, Birmingham, AL, 35205"
St Vincent's Main 8:00am,"810 St Vincent's Dr, Birmingham, AL, 35205"
St Vincent's Main- Downtown,"810 St Vincents Drive, Birmingham, AL, 35205"
St Vincent's Primary Care- Doule Oak,"101 Missionary Ridge Rd, Suite 100, Birmingham, AL, 35242"
St Vincents Primary Care Hoover,"1870 Chace Dr #160, Birmingham, AL, 35244"
St Vincent's Primary Care- Hoover,"1870 Chace Dr, Hoover, AL, 35244"
St Vincents St Clair Wound Care,"7067 Veterans Pkwy Suite 210, Pell City, AL, 35125"
Stanton Road Clinic,"575 Stanton Rd, Mobile, AL, 36617"
Stopwatch Auburn Walmart Tent Location,"1717 S College Street, Auburn, AL, 36832"
Stopwatch Opelika Walmart Tent location,"2900 Pepperell Pkwy, Opelika, AL, 36801"
Stopwatch Phenix City Walmart Tent location,"3700 Hwy 280/431 N, Phenix City, AL, 36867"
Stopwatch Urgent Care- Auburn,"2415 Moore's Mill Rd, Auburn, AL, 36830"
Stopwatch Urgent Care- Hartselle,"401 US-31 NW, Hartselle, AL, 35640"
Stopwatch Urgent Care- Hueytown,"3029 Allison Bonnett Memorial Dr, Hueytown, AL, 35023"
Stopwatch Urgent Care- Ladonia,"3838 Hwy 80 West, Ladonia, AL, 36870"
Stopwatch Urgent Care- Opelika,"151 N 20th St, Opelika, AL, 36801"
Stopwatch Urgent Care- Phenix City,"5415 Summerville Rd Suite B, Phenix City, AL, 36867"
Stopwatch Urgent Care- Springville,"110 Legacy Park Way, Springville, AL, 35146"
Stopwatch Urgent Care- Troy,"1212 US Hwy 231, Troy, AL, 36081"
Storyteller Overland,"428 Industrial Lane, Birmingham, AL, 35211"
Strata Patient Care Center,"1601 Center St, Mobile, AL, 36604"
Stringfellow Memorial Hospital,"301 E 18th St, Anniston, AL, 36207"
Summerdale Community Center,"300 West Jackson St, Summerdale, AL, 36580"
Summerdale Family Medicine,"511 State Highway 59 N, Summerdale, AL, 36580"
Sumter Health and Rehab,"1505 4th Ave, York, AL, 36925"
Sumter Health and Rehab- supply drop,", , , "
Sunflower Pediatrics,"1210 Cottonwood Creek Tr  Ste 400, Cedar Park , TX, 78613"
Sunshine Pediatrics- Auburn,"197 East University Dr #2, Auburn, AL, 36832"
Sunshine Pediatrics Decatur,"1316 Somerville Rd SE, Decatur, AL, 35601"
Supplies- Southern Psychiatry Associates - Gulf Shores,"3501 Gulf Shores Parkway, Gulf Shores, AL, 36542"
Supply Pick Up ,", , , "
Sylacauga Internal Medicine,"310 W Ft Williams St, Sylacauga, AL, 35150"
Sylacauga Pediatrics,"115 W Clay Street, Sylacauga, AL, 35150"
Symbol Health- Auburn,"122 Tichenor Ave, Auburn, AL, 36830"
Talladega Quality Health Care,"110 N Spring St, Talladega, AL, 35160"
Tallassee Health and Rehab,"2693 Gilmer Ave, Tallassee, AL, 36078"
Tallassee Health and Rehab- supply drop,", , , "
Tanner Medical Center,"20104 Swanner Blvd., Suite 4, Tanner, AL, 35671"
Tempus Primary Care,"4700 Whitesburg Dr. Suite 250, Huntsville, AL, 35802"
Tennessee Valley Pain Associates,"201 Governors Drive Suite 300 3rd Floor, Huntsville, AL, 35801"
Tennessee Valley Pediatrics - Russellville,"605 Gandy Street, Russellville, AL, 35653"
Tennessee Valley Pediatrics - Sheffield,"1111 S Jackson Hwy, Sheffield, AL, 35660"
Tennessee Valley Pediatrics - Tuscumbia,"234 Keller Park Blvd, Tuscumbia, AL, 35674"
Terrace Oaks Care and Rehab- Bessemer,"4201 9th Ave N, Bessemer, AL, 35020"
Terrace Oaks Care and Rehab Center,"4201 9th Ave North, Bessemer, AL, 35020"
Texas Children's Lone Star Pediatrics,"12120 Ranch Rd 620 N, Austin , TX, 78750"
The Clinic on Sixth,"207 N 6th St, Opelika, AL, 36801"
The Doctor's Office,"12935 US-231, Hazel Green, AL, 35750"
The Image of Eve Restored,"185 Whitesport Drive, Suite 6, Huntsville , AL, 35801"
The Surgerons Group,"917 Tuscaloosa Ave, Birmingham, AL, 35211"
"The Village Medical Clinic, PC","2103 Drake Ave, Huntsville, AL, 35805"
Theresa Perkins,"6302 Old Highway 78, Graysville, AL, 35073"
Thistle Lane House,"172 Thistle Lane , Greenville, AL, 36036"
Thomas Medical Center- Daphne,"27961 US-98 #21, Daphne, AL, 36526"
Thrive Alabama,"301 Governors Drive Suite 160, Huntsville, AL, 35801"
Thrive Alabama - Florence,"112 Pine Street, Florence , AL, 35630"
Thrive Pediatrics,"3007 Memorial Pkwy Suite C, Huntsville, AL, 35801"
TLC Pediatrics,"22335 Hwy 72 E Ste C, Athens, AL, 35613"
TLC Pediatrics- Weekend,"22335 US 72 E Unit C, Athens, AL, 35613"
Toney Family Center,"8208 AL Hwy 53, Toney, AL, 35773"
Total Care 280,"10 Meadowview Dr, Birmingham, AL, 35242"
Total Care 280 Midday,"10 Meadowview Dr, Birmingham, AL, 35242"
Tots N Teens Pediatrics,"3729 Mary Taylor Rd, Birmingham, AL, 35235"
Trinity Primary Care,"12205 County Line Road, Madison, AL, 35758"
Troy University,"3230  Stadium Tower, Troy, AL, 36082"
Troy University Health Center,"321 Veterans Memorial Dr Ste 125, Troy, AL, 36082"
Troy University midday,"3230 Stadium Tower, Troy, AL, 36082"
True Care Medical Clinic,"613 Gault Ave S, Fort Payne, AL, 35967"
Trussville Urgent Care,"1960 Gadsden Hwy, Unit 108, Birmingham, AL, 35235"
Trussville Urgent Care Midday,"1960 Gadsden Hwy #108, Birmingham, AL, 35235"
TSB - Gardendale location,"931 Sharit Ave, Gardendale, AL, "
TSB - Total Skin & Beauty- Midday,"2100 16th Ave S, Birmingham, AL, 35205"
TSB -Total Skin & Beauty,"2100 16th Ave S, Birmingham, AL, 35205"
TSB Trussville ,"4913 Deerfoot Pkwy, Trussville, AL, 35173"
Tuscaloosa ENT Center ,"1300 McFarland Blvd Ste 150, Tuscaloosa, AL, 35406"
Tuscaloosa Ophthamology,"535 Jack Warner Pkwy NE #1B, Tuscaloosa, AL, 35404"
Tuscaloosa Urology,"1780 Mcfarland Blvd N, Tuscaloosa, AL, 35406"
Tuscaloosa Urology Midday,"1780 Mcfarland Blvd N, Tuscaloosa, AL, 35406"
Tuscany Podiatry,"215 Hargrove Road, Tuscaloosa, AL, 35401"
Tuskegee Quality Health Care,"1201 Notasulga Rd, Tuskegee, AL, 36083"
Twickenham Pediatrics,"115 Manning Drive Suite A-101, Huntsville , AL, 35801"
Tyler Union,"1501 W 17th St, Anniston, AL, 36201"
University Health Offsite,"211 N Catherine St, Mobile, AL, 36604"
University Hospital Mobile,"2451 USA Medical Center Dr, Mobile, AL, 36617"
University of Montevallo ,"75 College Drive, Montevallo, AL, 35115"
University of South Alabama Women and Children's,"1700 Center St, Mobile, AL, 36604"
University of West Alabama,"100 US 11, Livingston, AL, 35470"
Urgent Care for Children - Huntsville,"2785 Carl T Jones Dr Suite C, Huntsville, AL, 35802"
Urgent Care for Children Daphne,"6883 US 90 Ste 108, Daphne, AL, 36526"
Urgent Care for Children Hixson,"5215 TN-153 Suite 105, Hixson, TN, 37343"
Urgent Care for Children Hwy 280,"500 Hwy 280  #100, Birmingham, AL, 35242"
Urgent Care for Children Madison,"8490 Hwy 72 West #100, Madison, AL, 35758"
Urgent Care for Children Montgomery,"1470 Taylor Road Suite 109, Montgomery , AL, 36117"
Urgent Care for Children Trussville,"117 North Chalkville Rd, Trussville, AL, 35173"
Urgent Care for Children Tuscaloosa,"4700 Rice Mine Rd NE, Tuscaloosa, AL, 35406"
Urgent Care for Children Vestavia,"520 Montgomery Hwy, Vestavia, AL, 35216"
Urgent Care Northwest- Jasper,"2700 Hwy 78 E, Jasper, AL, 35501"
Urgent Care South- Warrior,"143 White Oak Trail #2, Warrior, AL, 35180"
Urology & Oncology Specialists- Mobile,"3719 Dauphin St unit 100, Mobile, AL, 36608"
Urology Associates of Mobile,"168 Mobile Infirmary Blvd, Mobile, AL, 36607"
Urology Center of AL in Cullman,"1848 parkland dr, Cullman, AL, 35058"
Urology Center of Alabama Women's Center,"3125 Independence Dr #200, Homewood, AL, 35209"
Urology Centers of Alabama Alabaster,"408 1st St N #100, Alabaster, AL, 35007"
Urology Centers of Alabama- Grandview,"3686 Grandview Pkwy Ste 540, Birmingham, AL, 35243"
Urology Centers of Alabama Homewod Midday 1pm,"3485 Independence Dr, Homewood, AL, 35209"
Urology Centers of Alabama Homewood,"3485 Independence Dr, Homewood, AL, 35209"
Urology Centers of Alabama Trussville,"100 Pilot Medical Dr, Suite 225, Birmingham, AL, 35235"
USA Mapp Campus,"21950 State Hwy 181 B300, Fairhope, AL, 36532"
USA OBGYN,"524 Stanton Rd, Mobile , AL, 36617"
USA Pediatrics Strada,"1601 Center St #1a, Mobile, AL, 36604"
USA Peds - Spanish Fort,"30500 AL- 181 Suite 200 , Spanish Fort, AL, 36527"
USA Physicians Pediatrics,"1601 Center St Suite 1A, Mobile, AL, 36604"
USA Urology,"3290 Dauphin St, Suite 400, Mobile, AL, 36606"
USA/Providence Medical Group- Airport,"610 Providence Park Dr ste 102, Mobile, AL, 36695"
Valley View Health and Rehab,"5968 Wall Triana Hwy, Madison, AL, 35757"
Valley View Health and Rehab- supply drop,", , , "
Valley Women's Center,"15243 Greenfield Dr, Suite C, Athens, AL, 35613"
Vaughn Podiatry Center,"4709 Woodmere Blvd, Montgomery, AL, 36106"
Victory Medical - Westlake Hills TX,"3811 Bee Caves Rd Unit 100 &101, Westlake Hills, TX, 78746"
Victory Medical Center - Austin TX,"4303 Victory Dr, Austin, TX, 78704"
Village Dermatology Bham,"2900 Cahaba Road, Birmingham, AL, 35223"
Village Dermatology Gardendale,"430 Fieldstown Road  ste104, Gardendale, AL, 35071"
Village Dermatology Oneonta,"150 Gilbreath Dr, Oneonta, AL, 35121"
Village Medical ,"120 W Slaughter Ln, Austin, TX, 78748"
Vitae OBGYN,"4201 Marathon Blvd, Austin, TX, 78756"
W.T. Scruggs Medical Center,"4350 Cleveland Ave, Waltnut Grove, AL, 35990"
Waddell Center Family Medicine,"902 W Washington St, Athens, AL, 35611"
Waddell Center Family Medicine 11:00am,"902 W Washington St, Athens, AL, 35611"
Wadley Cornerstone Clinic,"203 Tallapoosa St, Wadley, AL, 36276"
Walker Women's Specialists,"304 Blackwell Dairy Rd, Jasper, AL, 35504"
WAWC Healthcare,"535 Jack Warner Pkwy NE  Ste 1, Tuscaloosa, AL, 35404"
WellSpring Urgent Care,"764 East Glen Ave, Auburn, AL, 36830"
Westlake Medical Consultants,"5656 Bee Caves Rd J201, Austin, TX, 78746"
Wetumpka Health and Rehab,"1825 Holtville Rd, Wetumpka, AL, 36092"
Wetumpka Health and Rehab- supply drop,", , , "
Wetumpka Medical Center,"76297 Tallassee Hwy, Wetumpka, AL, 36092"
Wetumpka Pediatric Clinic,"815 Jackson Trace Rd, Wetumpka, AL, 36092"
Wetumpka Pediatrics Clinic Midday,"815 Jackson Trace Rd, Wetumpka, AL, 36092"
Whitfield Family Practice,"2828 Hwy 31 S, Decatur, AL, 35601"
Whitney West MD OBGYN,"550 Sun Temple Dr, Madison, AL, 35758"
Williams Prompt Care PC,"312 Arnold St NE, Cullman, AL, 35055"
Wilmer Medical Clinic,"6353 2nd St, Wilmer, AL, 36587"
Winfield Family and Occupational Medicine,"191 Carraway Dr suite A, Winfield, AL, 35594"
Winfield Internal Medicine,"644 Tahoe Rd, Winfield, AL, 35594"
Wiregrass Wound Center - Dothan,"2800 Ross Clark Cir Suite 2, Dothan, AL, 36301"
Wiregrass Wound Center - Eufaula,"617 E Broad St Ste B, Eufala, AL, 36027"
Women’s Health Specialist  Bham Gardendale,"2528 Caulfield Dr, Gardendale , AL, 35071"
Women’s Health Specialist Bham Grandview,"3686 Grandview Pkwy Ste 300, Birmingham, AL, 35243"
World Games 10am,", , , "
World Games 12pm,", , , "
World Games 2pm,", , , "
Wybenga Family Health,"564 N Memorial Dr, Prattville, AL, 36066"
xRep Christi Haynes #1300,"608 Lost Key Drive 202C, Pensacola, FL, 32507"
xRep Leah Cross,"508 Beacon Ridge Rd, Tuscaloosa, AL, 35406"
xRep Stephanie Thomas,"8946 North Ct, Spanish Fort, AL, 36527"
Your Kids Urgent Care,"790 Montgomery Hwy, Vestavia, AL, 35216"
